accountS,symbol,security_type,order_type,strategy_alias,note
-1,-1,-1,-1,103,Defult
-1,002460.SZ,-1,101|102,105,
-1,002633.SZ,-1,101|102,105,
-1,002922.SZ,-1,101|102,105,
-1,002872.SZ,-1,101|102,105,
-1,002936.SZ,-1,101|102,105,
-1,003042.SZ,-1,101|102,105,
-1,003027.SZ,-1,101|102,105,
-1,300006.SZ,-1,101|102,105,
-1,300102.SZ,-1,101|102,105,
-1,300157.SZ,-1,101|102,105,
-1,300008.SZ,-1,101|102,105,
-1,300189.SZ,-1,101|102,105,
-1,300140.SZ,-1,101|102,105,
-1,300222.SZ,-1,101|102,105,
-1,300287.SZ,-1,101|102,105,
-1,300370.SZ,-1,101|102,105,
-1,300438.SZ,-1,101|102,105,
-1,300420.SZ,-1,101|102,105,
-1,300501.SZ,-1,101|102,105,
-1,300579.SZ,-1,101|102,105,
-1,300534.SZ,-1,101|102,105,
-1,300719.SZ,-1,101|102,105,
-1,300671.SZ,-1,101|102,105,
-1,300692.SZ,-1,101|102,105,
-1,300742.SZ,-1,101|102,105,
-1,300850.SZ,-1,101|102,105,
-1,301012.SZ,-1,101|102,105,
-1,300952.SZ,-1,101|102,105,
-1,301121.SZ,-1,101|102,105,
-1,301085.SZ,-1,101|102,105,
-1,301136.SZ,-1,101|102,105,
-1,301091.SZ,-1,101|102,105,
-1,000301.SZ,-1,101|102,105,
-1,000576.SZ,-1,101|102,105,
-1,000561.SZ,-1,101|102,105,
-1,000415.SZ,-1,101|102,105,
-1,000697.SZ,-1,101|102,105,
-1,000802.SZ,-1,101|102,105,
-1,000672.SZ,-1,101|102,105,
-1,000791.SZ,-1,101|102,105,
-1,000795.SZ,-1,101|102,105,
-1,001289.SZ,-1,101|102,105,
-1,001201.SZ,-1,101|102,105,
-1,002104.SZ,-1,101|102,105,
-1,001238.SZ,-1,101|102,105,
-1,002108.SZ,-1,101|102,105,
-1,002112.SZ,-1,101|102,105,
-1,002192.SZ,-1,101|102,105,
-1,002244.SZ,-1,101|102,105,
-1,002461.SZ,-1,101|102,105,
-1,002536.SZ,-1,101|102,105,
-1,002427.SZ,-1,101|102,105,
-1,002538.SZ,-1,101|102,105,
-1,002719.SZ,-1,101|102,105,
-1,002594.SZ,-1,101|102,105,
-1,002652.SZ,-1,101|102,105,
-1,002812.SZ,-1,101|102,105,
