算法子单编号,算法母单编号,交易日期,市场类别,资金账户名称,算法类型,算法实例,算法供应商,证券代码,委托类型,买卖方向,委托价格,委托数量,委托时间,成交价格,成交数量,委托时间,委托状态,手续费
1030835234823000000,20838434514000010,2022-06-14,1,ruifeng6,1,103,多策略,000338,1,1,12.4,100,2022-06-1494023155,12.4,100,2022-06-1494023155,0,0.109988
1030835234823000001,20838434514000011,2022-06-14,1,ruizeng8,1,103,多策略,000338,1,1,12.4,100,2022-06-1494023155,12.4,100,2022-06-1494023155,0,0.109988
1030835234823000003,20838434516000007,2022-06-14,1,ruiyan1,1,103,多策略,000881,1,1,8.51,100,2022-06-1494023158,8.51,100,2022-06-1494023158,0,0.075484
1030835234823000004,20838434516000009,2022-06-14,1,ruifeng6,1,103,多策略,000881,1,1,8.51,200,2022-06-1494023158,8.51,200,2022-06-1494023158,0,0.150967
1030835234823000005,20838434516000011,2022-06-14,1,ruiding2,1,103,多策略,000881,1,1,8.51,100,2022-06-1494023158,8.51,100,2022-06-1494023158,0,0.075484
1030835234823000006,20838434516000038,2022-06-14,1,ruizeng8,1,103,多策略,000951,1,1,12.12,1000,2022-06-1494023159,12.12,1000,2022-06-1494023159,0,1.075044
1030835234823000007,20838434516000040,2022-06-14,1,ruiyan1,1,103,多策略,000951,1,1,12.12,500,2022-06-1494023159,12.12,500,2022-06-1494023159,0,0.537522
1030835234823000008,20838434516000044,2022-06-14,1,ruifeng6,1,103,多策略,000951,1,1,12.12,2600,2022-06-1494023159,12.12,2600,2022-06-1494023159,0,2.795114
1030835234823000009,20838434516000047,2022-06-14,1,ruiding2,1,103,多策略,000951,1,1,12.12,800,2022-06-1494023159,12.12,800,2022-06-1494023159,0,0.860035
1030835234824000014,20838434515000012,2022-06-14,2,ruiding2,1,103,多策略,600497,1,1,5.65,100,2022-06-1494024190,5.65,100,2022-06-1494024190,0,0.050116
1030835234824000015,20838434515000015,2022-06-14,2,ruizeng8,1,103,多策略,600497,1,1,5.65,100,2022-06-1494024190,5.65,100,2022-06-1494024190,0,0.050116
1030835234824000016,20838434515000018,2022-06-14,2,ruifeng6,1,103,多策略,600497,1,1,5.65,200,2022-06-1494024190,5.65,200,2022-06-1494024190,0,0.100231
1030835234824000017,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,400,2022-06-1494024193,4.27,400,2022-06-1494024193,0,0.1515
1030835234824000018,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,100,2022-06-1494024193,4.27,100,2022-06-1494024193,0,0.037875
1030835234824000019,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,100,2022-06-1494024193,4.27,100,2022-06-1494024193,0,0.037875
1030835234824000020,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,200,2022-06-1494024193,4.27,200,2022-06-1494024193,0,0.07575
1030835234826000000,20838434515000011,2022-06-14,1,ruiyan1,1,103,多策略,000935,1,1,20.67,800,2022-06-1494026159,20.67,800,2022-06-1494026159,0,1.466743
1030835234827000007,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,200,2022-06-1494027186,4.27,200,2022-06-1494027186,0,0.07575
1030835234827000008,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,100,2022-06-1494027186,4.27,100,2022-06-1494027186,0,0.037875
1030835234827000009,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,100,2022-06-1494027186,4.27,100,2022-06-1494027186,0,0.037875
1030835234827000010,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,100,2022-06-1494027187,4.27,100,2022-06-1494027187,0,0.037875
1030835234831000001,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,100,2022-06-1494031187,4.27,100,2022-06-1494031187,0,0.037875
1030835234831000002,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,100,2022-06-1494031187,4.27,100,2022-06-1494031187,0,0.037875
1030835234831000003,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,100,2022-06-1494031187,4.27,100,2022-06-1494031187,0,0.037875
1030835234831000004,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,100,2022-06-1494031187,4.27,100,2022-06-1494031187,0,0.037875
1030835234832000000,20838434515000009,2022-06-14,1,ruiding2,1,103,多策略,000935,1,1,20.66,1200,2022-06-1494032159,20.66,1200,2022-06-1494032159,0,2.19905
1030835234834000000,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,100,2022-06-1494034190,4.27,100,2022-06-1494034190,0,0.037875
1030835234834000001,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,100,2022-06-1494034190,4.27,100,2022-06-1494034190,0,0.037875
1030835234834000002,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,100,2022-06-1494034190,4.27,100,2022-06-1494034190,0,0.037875
1030835234834000003,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,100,2022-06-1494034190,4.27,100,2022-06-1494034190,0,0.037875
1030835234836000005,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,200,2022-06-1494036188,4.27,200,2022-06-1494036188,0,0.07575
1030835234836000006,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,100,2022-06-1494036189,4.27,100,2022-06-1494036189,0,0.037875
1030835234836000007,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,100,2022-06-1494036189,4.27,100,2022-06-1494036189,0,0.037875
1030835234836000008,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,100,2022-06-1494036189,4.27,100,2022-06-1494036189,0,0.037875
1030835234839000001,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,1100,2022-06-1494039188,4.27,1100,2022-06-1494039188,0,0.416624
1030835234839000002,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,200,2022-06-1494039188,4.27,200,2022-06-1494039188,0,0.07575
1030835234839000003,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,300,2022-06-1494039188,4.27,300,2022-06-1494039188,0,0.113625
1030835234839000004,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,400,2022-06-1494039188,4.27,400,2022-06-1494039188,0,0.1515
1030835234839000005,20838434203000079,2022-06-14,2,ruiyan1,1,103,多策略,603919,1,2,32.74,200,2022-06-1494039521,32.74,200,2022-06-1494039521,0,7.128808
1030835234839000006,20838434203000168,2022-06-14,2,ruifeng6,1,103,多策略,603919,1,2,32.74,400,2022-06-1494039521,32.74,400,2022-06-1494039521,0,14.257615
1030835234839000007,20838434204000052,2022-06-14,2,ruiding2,1,103,多策略,603919,1,2,32.74,100,2022-06-1494039521,32.74,100,2022-06-1494039521,0,3.564404
1030835234839000008,20838434205000015,2022-06-14,2,ruizeng8,1,103,多策略,603919,1,2,32.74,200,2022-06-1494039521,32.74,200,2022-06-1494039521,0,7.128808
1030835234843000000,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,200,2022-06-1494043189,4.27,200,2022-06-1494043189,0,0.07575
1030835234843000001,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,100,2022-06-1494043189,4.27,100,2022-06-1494043189,0,0.037875
1030835234843000002,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,100,2022-06-1494043189,4.27,100,2022-06-1494043189,0,0.037875
1030835234843000003,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,100,2022-06-1494043189,4.27,100,2022-06-1494043189,0,0.037875
1030835234846000000,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,2600,2022-06-1494046189,4.27,2600,2022-06-1494046189,0,0.984747
1030835234846000001,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,200,2022-06-1494046189,4.27,200,2022-06-1494046189,0,0.07575
1030835234846000002,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,700,2022-06-1494046189,4.27,700,2022-06-1494046189,0,0.265124
1030835234846000003,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,800,2022-06-1494046190,4.27,800,2022-06-1494046190,0,0.302999
1030835234848000000,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,800,2022-06-1494048193,4.27,800,2022-06-1494048193,0,0.302999
1030835234848000001,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,200,2022-06-1494048193,4.27,200,2022-06-1494048193,0,0.07575
1030835234850000000,20838434515000062,2022-06-14,1,ruiding2,1,103,多策略,002202,1,1,12.5,1300,2022-06-1494050165,12.5,1300,2022-06-1494050165,0,1.441375
1030835234850000001,20838434515000064,2022-06-14,1,ruiyan1,1,103,多策略,002202,1,1,12.5,900,2022-06-1494050165,12.5,900,2022-06-1494050165,0,0.997875
1030835234858000000,20838434515000051,2022-06-14,1,ruifeng6,1,103,多策略,000921,1,2,11.14,2900,2022-06-1494058161,11.14,2900,2022-06-1494058161,0,35.171542
1030835234859000000,20838434515000014,2022-06-14,1,ruizeng8,1,103,多策略,000935,1,1,20.66,1500,2022-06-1494059161,0.0,0,2022-06-1494059161,0,0.0
1030835234862000000,20838434515000041,2022-06-14,1,ruizeng8,1,103,多策略,000921,1,2,11.14,1100,2022-06-1494102161,0.0,0,2022-06-1494102161,0,0.0
1030835234862000001,20838434515000016,2022-06-14,1,ruifeng6,1,103,多策略,000935,1,1,20.68,1200,2022-06-1494102161,20.68,1200,2022-06-1494102161,0,2.201179
1030835234863000000,20838434515000059,2022-06-14,1,ruiding2,1,103,多策略,000921,1,2,11.14,900,2022-06-1494103161,0.0,0,2022-06-1494103161,0,0.0
1030835234865000000,20838434515000016,2022-06-14,1,ruifeng6,1,103,多策略,000935,1,1,20.69,2700,2022-06-1494105161,20.69,2700,2022-06-1494105161,0,4.955048
1030835234867000000,20838434516000000,2022-06-14,2,ruifeng6,1,103,多策略,600835,1,1,12.61,100,2022-06-1494107188,12.61,100,2022-06-1494107188,0,0.111851
1030835234868000000,20838434516000022,2022-06-14,1,ruifeng6,1,103,多策略,000657,1,2,16.58,1400,2022-06-1494108160,16.58,1400,2022-06-1494108160,0,25.270904
1030835234873000000,20838434515000065,2022-06-14,1,ruizeng8,1,103,多策略,002202,1,1,12.5,2500,2022-06-1494113164,12.5,2500,2022-06-1494113164,0,2.771875
1030835234881000003,20838434516000024,2022-06-14,2,ruiding2,1,103,多策略,600685,1,1,16.25,100,2022-06-1494121188,16.25,100,2022-06-1494121188,0,0.144138
1030835234891000000,20838434515000024,2022-06-14,2,ruifeng6,1,103,多策略,600132,1,2,121.68,200,2022-06-1494131188,0.0,0,2022-06-1494131188,0,0.0
1030835234891000001,20838434515000027,2022-06-14,2,ruizeng8,1,103,多策略,600132,1,2,121.68,100,2022-06-1494131188,0.0,0,2022-06-1494131188,0,0.0
1030835234902000007,20838434515000006,2022-06-14,2,ruifeng6,1,103,多策略,601607,1,2,17.68,1800,2022-06-1494142198,17.68,1800,2022-06-1494142198,0,34.646789
1030835234905000002,20838434515000024,2022-06-14,2,ruifeng6,1,103,多策略,600132,1,2,121.27,200,2022-06-1494145189,121.27,200,2022-06-1494145189,0,26.40533
1030835234905000003,20838434515000027,2022-06-14,2,ruizeng8,1,103,多策略,600132,1,2,121.27,100,2022-06-1494145189,121.27,100,2022-06-1494145189,0,13.202665
1030835234919000000,20838434516000041,2022-06-14,1,ruifeng6,1,103,多策略,000049,1,1,37.83,300,2022-06-1494159164,37.83,300,2022-06-1494159164,0,1.006656
1030835234920000000,20838434515000074,2022-06-14,1,ruifeng6,1,103,多策略,000830,1,1,19.74,1600,2022-06-1494200165,19.74,1600,2022-06-1494200165,0,2.801501
1030835234920000001,20838434515000055,2022-06-14,1,ruifeng6,1,103,多策略,002202,1,1,12.51,6600,2022-06-1494200169,12.51,6600,2022-06-1494200169,0,7.323604
1030835234920000005,20838434514000034,2022-06-14,2,ruifeng6,1,103,多策略,600521,1,1,19.63,600,2022-06-1494200194,19.63,600,2022-06-1494200194,0,1.044709
1030835234921000001,20838434515000072,2022-06-14,1,ruiyan1,1,103,多策略,000830,1,1,19.74,300,2022-06-1494201165,19.74,300,2022-06-1494201165,0,0.525281
1030835234921000002,20838434515000077,2022-06-14,1,ruiding2,1,103,多策略,000830,1,1,19.74,500,2022-06-1494201166,19.74,500,2022-06-1494201166,0,0.875469
1030835234921000003,20838434515000080,2022-06-14,1,ruizeng8,1,103,多策略,000830,1,1,19.74,600,2022-06-1494201166,19.74,600,2022-06-1494201166,0,1.050563
1030835234922000002,20838434516000012,2022-06-14,1,ruiyan1,1,103,多策略,000783,1,1,5.83,100,2022-06-1494202165,5.83,100,2022-06-1494202165,0,0.051712
1030835234922000003,20838434516000014,2022-06-14,1,ruifeng6,1,103,多策略,000783,1,1,5.83,200,2022-06-1494202165,5.83,200,2022-06-1494202165,0,0.103424
1030835234922000005,20838434515000014,2022-06-14,1,ruizeng8,1,103,多策略,000935,1,1,20.7,700,2022-06-1494202166,20.7,700,2022-06-1494202166,0,1.285263
1030835234923000000,20838434516000035,2022-06-14,1,ruizeng8,1,103,多策略,000049,1,1,37.86,300,2022-06-1494203164,37.86,300,2022-06-1494203164,0,1.007455
1030835234923000001,20838434516000041,2022-06-14,1,ruifeng6,1,103,多策略,000049,1,1,37.86,500,2022-06-1494203164,37.86,500,2022-06-1494203164,0,1.679091
1030835234923000002,20838434514000000,2022-06-14,1,ruiyan1,1,103,多策略,002249,1,1,5.74,100,2022-06-1494203171,5.74,100,2022-06-1494203171,0,0.050914
1030835234923000003,20838434514000003,2022-06-14,1,ruifeng6,1,103,多策略,002249,1,1,5.74,200,2022-06-1494203171,5.74,200,2022-06-1494203171,0,0.101828
1030835234924000002,20838434514000002,2022-06-14,1,ruiyan1,1,103,多策略,002085,1,1,4.95,3200,2022-06-1494204169,4.95,3200,2022-06-1494204169,0,1.405008
1030835234924000003,20838434514000007,2022-06-14,1,ruiding2,1,103,多策略,002085,1,1,4.95,5100,2022-06-1494204169,4.95,5100,2022-06-1494204169,0,2.239231
1030835234924000004,20838434514000009,2022-06-14,1,ruizeng8,1,103,多策略,002085,1,1,4.95,6200,2022-06-1494204169,4.95,6200,2022-06-1494204169,0,2.722203
1030835234925000000,20838434514000006,2022-06-14,1,ruifeng6,1,103,多策略,002085,1,1,4.95,16500,2022-06-1494205169,0.0,0,2022-06-1494205169,0,0.0
1030835234926000000,20838434516000030,2022-06-14,1,ruiyan1,1,103,多策略,000049,1,1,37.86,100,2022-06-1494206163,37.86,100,2022-06-1494206163,0,0.335818
1030835234926000001,20838434516000032,2022-06-14,1,ruiding2,1,103,多策略,000049,1,1,37.86,200,2022-06-1494206163,37.86,200,2022-06-1494206163,0,0.671636
1030835234928000018,20838434516000037,2022-06-14,2,ruizeng8,1,103,多策略,601801,1,1,4.97,100,2022-06-1494208212,4.97,100,2022-06-1494208212,0,0.044084
1030835234928000019,20838434516000043,2022-06-14,2,ruifeng6,1,103,多策略,601801,1,1,4.97,200,2022-06-1494208212,4.97,200,2022-06-1494208212,0,0.088168
1030835234928000020,20838434516000046,2022-06-14,2,ruiding2,1,103,多策略,601801,1,1,4.97,100,2022-06-1494208212,4.97,100,2022-06-1494208212,0,0.044084
1030835234931000005,20838434515000068,2022-06-14,1,ruiyan1,1,103,多策略,300476,1,1,16.61,200,2022-06-1494211188,16.61,200,2022-06-1494211188,0,0.294661
1030835234931000006,20838434515000069,2022-06-14,1,ruiding2,1,103,多策略,300476,1,1,16.61,300,2022-06-1494211189,16.61,300,2022-06-1494211189,0,0.441992
1030835234931000007,20838434515000070,2022-06-14,1,ruifeng6,1,103,多策略,300476,1,1,16.61,700,2022-06-1494211189,16.61,700,2022-06-1494211189,0,1.031315
1030835234931000008,20838434515000071,2022-06-14,1,ruizeng8,1,103,多策略,300476,1,1,16.61,300,2022-06-1494211189,16.61,300,2022-06-1494211189,0,0.441992
1030835234941000004,20838434203000168,2022-06-14,2,ruifeng6,1,103,多策略,603919,1,2,32.45,900,2022-06-1494221203,32.45,900,2022-06-1494221203,0,31.795484
1030835234941000005,20838434204000052,2022-06-14,2,ruiding2,1,103,多策略,603919,1,2,32.45,200,2022-06-1494221203,32.45,200,2022-06-1494221203,0,7.065663
1030835234941000006,20838434205000015,2022-06-14,2,ruizeng8,1,103,多策略,603919,1,2,32.45,300,2022-06-1494221203,32.45,300,2022-06-1494221203,0,10.598495
1030835234943000000,20838434514000040,2022-06-14,1,ruifeng6,1,103,多策略,000035,1,2,5.14,200,2022-06-1494223166,5.14,200,2022-06-1494223166,0,1.119184
1030835234943000001,20838434514000042,2022-06-14,1,ruizeng8,1,103,多策略,000035,1,2,5.14,100,2022-06-1494223166,5.14,100,2022-06-1494223166,0,0.559592
1030835234969000001,20838434514000045,2022-06-14,1,ruiyan1,1,103,多策略,000063,1,2,24.56,200,2022-06-1494249168,24.56,200,2022-06-1494249168,0,5.347694
1030835234973000001,20838434515000095,2022-06-14,1,ruifeng6,1,103,多策略,002556,1,2,12.16,100,2022-06-1494253177,12.16,100,2022-06-1494253177,0,1.323859
1030835234973000002,20838434515000097,2022-06-14,1,ruizeng8,1,103,多策略,002556,1,2,12.16,100,2022-06-1494253177,12.16,100,2022-06-1494253177,0,1.323859
1030835234974000002,20838434516000020,2022-06-14,1,ruizeng8,1,103,多策略,000657,1,2,16.62,1000,2022-06-1494254171,16.62,1000,2022-06-1494254171,0,18.094194
1030835234974000003,20838434516000021,2022-06-14,1,ruiyan1,1,103,多策略,000657,1,2,16.63,400,2022-06-1494254171,16.63,400,2022-06-1494254171,0,7.242032
1030835234974000004,20838434516000022,2022-06-14,1,ruifeng6,1,103,多策略,000657,1,2,16.63,700,2022-06-1494254171,16.63,700,2022-06-1494254171,0,12.673557
1030835234974000005,20838434516000023,2022-06-14,1,ruiding2,1,103,多策略,000657,1,2,16.63,400,2022-06-1494254171,16.63,400,2022-06-1494254171,0,7.242032
1030835234975000000,20838434516000022,2022-06-14,1,ruifeng6,1,103,多策略,000657,1,2,16.62,600,2022-06-1494255171,16.62,600,2022-06-1494255171,0,10.856516
1030835234975000001,20838434516000023,2022-06-14,1,ruiding2,1,103,多策略,000657,1,2,16.62,200,2022-06-1494255171,16.62,200,2022-06-1494255171,0,3.618839
1030835234976000001,20838434516000033,2022-06-14,1,ruifeng6,1,103,多策略,002032,1,1,53.02,700,2022-06-1494256175,53.02,700,2022-06-1494256175,0,3.292012
1030835234977000000,20838434516000034,2022-06-14,1,ruizeng8,1,103,多策略,002032,1,1,53.02,400,2022-06-1494257174,53.02,400,2022-06-1494257174,0,1.88115
1030835234979000000,20838434516000025,2022-06-14,1,ruifeng6,1,103,多策略,002123,1,2,9.84,2000,2022-06-1494259175,9.84,2000,2022-06-1494259175,0,21.425616
1030835234979000001,20838434516000029,2022-06-14,1,ruizeng8,1,103,多策略,002123,1,2,9.84,800,2022-06-1494259175,9.84,800,2022-06-1494259175,0,8.570246
1030835234980000002,20838434515000098,2022-06-14,1,ruifeng6,1,103,多策略,000883,1,2,5.4,100,2022-06-1494300171,5.4,100,2022-06-1494300171,0,0.587898
1030835234980000003,20838434516000026,2022-06-14,1,ruiyan1,1,103,多策略,002123,1,2,9.84,600,2022-06-1494300174,9.84,600,2022-06-1494300174,0,6.427685
1030835234980000004,20838434516000028,2022-06-14,1,ruiding2,1,103,多策略,002123,1,2,9.84,1000,2022-06-1494300174,9.84,1000,2022-06-1494300174,0,10.712808
1030835234982000002,20838434515000043,2022-06-14,1,ruizeng8,1,103,多策略,002056,1,2,24.09,500,2022-06-1494302174,24.09,500,2022-06-1494302174,0,13.113392
1030835234982000003,20838434515000053,2022-06-14,1,ruifeng6,1,103,多策略,002056,1,2,24.09,1300,2022-06-1494302174,24.09,1300,2022-06-1494302174,0,34.094818
1030835234982000004,20838434515000061,2022-06-14,1,ruiding2,1,103,多策略,002056,1,2,24.09,400,2022-06-1494302174,24.09,400,2022-06-1494302174,0,10.490713
1030835234985000000,20838434515000049,2022-06-14,1,ruifeng6,1,103,多策略,000878,1,2,11.64,2800,2022-06-1494305172,11.64,2800,2022-06-1494305172,0,35.48291
1030835234986000000,20838434515000048,2022-06-14,1,ruiyan1,1,103,多策略,002056,1,2,24.09,200,2022-06-1494306173,24.09,200,2022-06-1494306173,0,5.245357
1030835234992000000,20838434514000028,2022-06-14,1,ruiding2,1,103,多策略,002311,1,2,60.33,300,2022-06-1494312176,0.0,0,2022-06-1494312176,0,0.0
1030835234992000005,20838434515000001,2022-06-14,2,ruiyan1,1,103,多策略,601607,1,2,17.65,300,2022-06-1494312204,17.65,300,2022-06-1494312204,0,5.764666
1030835234992000006,20838434515000003,2022-06-14,2,ruiding2,1,103,多策略,601607,1,2,17.65,500,2022-06-1494312204,17.65,500,2022-06-1494312204,0,9.607777
1030835234992000007,20838434515000007,2022-06-14,2,ruizeng8,1,103,多策略,601607,1,2,17.65,600,2022-06-1494312205,17.65,600,2022-06-1494312205,0,11.529333
1030835234994000003,20838434516000025,2022-06-14,1,ruifeng6,1,103,多策略,002123,1,2,9.84,1200,2022-06-1494314177,9.84,1200,2022-06-1494314177,0,12.85537
1030835234998000000,20838434516000039,2022-06-14,2,ruiyan1,1,103,多策略,600662,1,1,6.16,2600,2022-06-1494318205,6.16,2600,2022-06-1494318205,0,1.420619
1030835234999000001,20838434516000036,2022-06-14,2,ruizeng8,1,103,多策略,600662,1,1,6.16,5100,2022-06-1494319200,6.16,5100,2022-06-1494319200,0,2.786599
1030835234999000002,20838434516000045,2022-06-14,2,ruiding2,1,103,多策略,600662,1,1,6.16,4200,2022-06-1494319200,6.16,4200,2022-06-1494319200,0,2.294846
1030835235014000006,20838434516000042,2022-06-14,2,ruifeng6,1,103,多策略,600662,1,1,6.16,13500,2022-06-1494334202,6.16,13500,2022-06-1494334202,0,7.376292
1030835235035000002,20838434515000076,2022-06-14,2,ruifeng6,1,103,多策略,600536,1,1,39.75,100,2022-06-1494355202,39.75,100,2022-06-1494355202,0,0.352583
1030835235042000002,20838434516000031,2022-06-14,1,ruiding2,1,103,多策略,002032,1,1,52.92,200,2022-06-1494402179,52.92,200,2022-06-1494402179,0,0.938801
1030835235048000000,20838434515000030,2022-06-14,1,ruifeng6,1,103,多策略,002841,1,2,74.3,200,2022-06-1494408205,0.0,0,2022-06-1494408205,0,0.0
1030835235048000001,20838434515000034,2022-06-14,1,ruiding2,1,103,多策略,002841,1,2,74.3,100,2022-06-1494408205,0.0,0,2022-06-1494408205,0,0.0
1030835235049000000,20838434515000037,2022-06-14,1,ruizeng8,1,103,多策略,002841,1,2,74.31,100,2022-06-1494409188,0.0,0,2022-06-1494409188,0,0.0
1030835235050000002,20838434515000068,2022-06-14,1,ruiyan1,1,103,多策略,300476,1,1,16.6,800,2022-06-1494410195,16.6,800,2022-06-1494410195,0,1.177936
1030835235050000003,20838434515000071,2022-06-14,1,ruizeng8,1,103,多策略,300476,1,1,16.6,1500,2022-06-1494410195,16.6,1500,2022-06-1494410195,0,2.20863
1030835235051000001,20838434515000030,2022-06-14,1,ruifeng6,1,103,多策略,002841,1,2,74.26,100,2022-06-1494411187,0.0,0,2022-06-1494411187,0,0.0
1030835235051000002,20838434515000069,2022-06-14,1,ruiding2,1,103,多策略,300476,1,1,16.6,800,2022-06-1494411197,16.6,800,2022-06-1494411197,0,1.177936
1030835235051000003,20838434515000070,2022-06-14,1,ruifeng6,1,103,多策略,300476,1,1,16.6,2700,2022-06-1494411197,0.0,0,2022-06-1494411197,0,0.0
1030835235054000000,20838434515000030,2022-06-14,1,ruifeng6,1,103,多策略,002841,1,2,74.23,100,2022-06-1494414188,74.23,100,2022-06-1494414188,0,8.08142
1030835235056000000,20838434514000054,2022-06-14,1,ruifeng6,1,103,多策略,002110,1,2,6.21,5200,2022-06-1494416182,6.21,5200,2022-06-1494416182,0,35.1563
1030835235056000001,20838434515000069,2022-06-14,1,ruiding2,1,103,多策略,300476,1,1,16.61,400,2022-06-1494416194,16.61,400,2022-06-1494416194,0,0.589323
1030835235057000000,20838434514000053,2022-06-14,1,ruiyan1,1,103,多策略,002110,1,2,6.21,1000,2022-06-1494417181,6.21,1000,2022-06-1494417181,0,6.760827
1030835235057000001,20838434514000055,2022-06-14,1,ruiding2,1,103,多策略,002110,1,2,6.21,1600,2022-06-1494417182,6.21,1600,2022-06-1494417182,0,10.817323
1030835235057000002,20838434514000056,2022-06-14,1,ruizeng8,1,103,多策略,002110,1,2,6.21,1900,2022-06-1494417182,6.21,1900,2022-06-1494417182,0,12.845571
1030835235068000000,20838434514000012,2022-06-14,2,ruiyan1,1,103,多策略,600184,1,2,13.13,700,2022-06-1494428205,13.13,700,2022-06-1494428205,0,10.006242
1030835235069000000,20838434515000030,2022-06-14,1,ruifeng6,1,103,多策略,002841,1,2,74.2,300,2022-06-1494429190,74.2,300,2022-06-1494429190,0,24.234462
1030835235069000001,20838434515000034,2022-06-14,1,ruiding2,1,103,多策略,002841,1,2,74.19,100,2022-06-1494429190,74.19,100,2022-06-1494429190,0,8.077065
1030835235069000002,20838434515000037,2022-06-14,1,ruizeng8,1,103,多策略,002841,1,2,74.2,100,2022-06-1494429191,74.2,100,2022-06-1494429191,0,8.078154
1030835235069000006,20838434515000070,2022-06-14,1,ruifeng6,1,103,多策略,300476,1,1,16.61,500,2022-06-1494429202,16.61,500,2022-06-1494429202,0,0.736653
1030835235070000000,20838434515000036,2022-06-14,1,ruiding2,1,103,多策略,000878,1,2,11.62,800,2022-06-1494430182,11.62,800,2022-06-1494430182,0,10.120555
1030835235070000001,20838434515000039,2022-06-14,1,ruizeng8,1,103,多策略,000878,1,2,11.62,1000,2022-06-1494430183,11.62,1000,2022-06-1494430183,0,12.650694
1030835235070000002,20838434515000044,2022-06-14,1,ruiyan1,1,103,多策略,000878,1,2,11.62,500,2022-06-1494430183,11.62,500,2022-06-1494430183,0,6.325347
1030835235070000004,20838434514000015,2022-06-14,2,ruifeng6,1,103,多策略,600184,1,2,13.13,2400,2022-06-1494430208,13.13,2400,2022-06-1494430208,0,34.307114
1030835235070000005,20838434514000017,2022-06-14,2,ruiding2,1,103,多策略,600184,1,2,13.13,700,2022-06-1494430208,13.13,700,2022-06-1494430208,0,10.006242
1030835235070000006,20838434514000019,2022-06-14,2,ruizeng8,1,103,多策略,600184,1,2,13.13,900,2022-06-1494430208,13.13,900,2022-06-1494430208,0,12.865168
1030835235071000004,20838434514000031,2022-06-14,2,ruiyan1,1,103,多策略,600521,1,1,19.73,300,2022-06-1494431208,19.73,300,2022-06-1494431208,0,0.525015
1030835235072000000,20838434515000041,2022-06-14,1,ruizeng8,1,103,多策略,000921,1,2,11.1,1100,2022-06-1494432185,11.1,1100,2022-06-1494432185,0,13.293027
1030835235072000001,20838434515000059,2022-06-14,1,ruiding2,1,103,多策略,000921,1,2,11.1,900,2022-06-1494432185,11.1,900,2022-06-1494432185,0,10.876113
1030835235072000002,20838434514000006,2022-06-14,1,ruifeng6,1,103,多策略,002085,1,1,4.97,16500,2022-06-1494432188,4.97,16500,2022-06-1494432188,0,7.273843
1030835235072000005,20838434514000032,2022-06-14,2,ruiding2,1,103,多策略,600521,1,1,19.73,500,2022-06-1494432212,19.73,500,2022-06-1494432212,0,0.875026
