算法母单编号,交易日期,资金账户名称,算法类型,算法实例,算法供应商,任务数,证券代码,市场类别,买卖方向1,买卖方向2,开始时间,结束时间,下单时间
6880872433019000044,20230614,7040,0,103,多策略,55100,2736,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000045,20230614,7040,0,103,多策略,21700,2745,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000046,20230614,7040,0,103,多策略,200,2746,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000047,20230614,7040,0,103,多策略,16700,2766,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000048,20230614,7040,0,103,多策略,1200,2772,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000049,20230614,7040,0,103,多策略,6800,2783,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000050,20230614,7040,0,103,多策略,400,2825,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000051,20230614,7040,0,103,多策略,3600,2831,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000052,20230614,7040,0,103,多策略,1000,2841,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000053,20230614,7040,0,103,多策略,12300,2855,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000054,20230614,7040,0,103,多策略,1000,2859,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000055,20230614,7040,0,103,多策略,7400,2967,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000056,20230614,7040,0,103,多策略,14000,3002,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000057,20230614,7040,0,103,多策略,200,3006,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000058,20230614,7040,0,103,多策略,31300,3816,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000059,20230614,7040,0,103,多策略,200,300033,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000060,20230614,7040,0,103,多策略,3200,300051,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000061,20230614,7040,0,103,多策略,600,300308,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000062,20230614,7040,0,103,多策略,3900,300402,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000063,20230614,7040,0,103,多策略,6700,300433,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000064,20230614,7040,0,103,多策略,100,300454,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000065,20230614,7040,0,103,多策略,900,300473,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000066,20230614,7040,0,103,多策略,400,300550,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000067,20230614,7040,0,103,多策略,900,300636,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000068,20230614,7040,0,103,多策略,8500,300658,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000069,20230614,7040,0,103,多策略,1300,300662,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000070,20230614,7040,0,103,多策略,1700,300909,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000071,20230614,7040,0,103,多策略,800,300927,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000072,20230614,7040,0,103,多策略,4000,301029,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000073,20230614,7040,0,103,多策略,500,301052,1,2,,20230614132000,20230614145600,20230614132000
6880872433019000074,20230614,7040,0,103,多策略,6700,301117,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000075,20230614,7040,0,103,多策略,100,301367,1,1,,20230614132000,20230614145600,20230614132000
6880872433019000076,20230614,7040,0,103,多策略,16900,600007,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000077,20230614,7040,0,103,多策略,2800,600011,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000078,20230614,7040,0,103,多策略,1900,600012,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000079,20230614,7040,0,103,多策略,1000,600018,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000080,20230614,7040,0,103,多策略,100,600019,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000081,20230614,7040,0,103,多策略,39300,600061,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000082,20230614,7040,0,103,多策略,200,600183,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000083,20230614,7040,0,103,多策略,6600,600276,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000084,20230614,7040,0,103,多策略,21900,600299,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000085,20230614,7040,0,103,多策略,100,600301,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000086,20230614,7040,0,103,多策略,6400,600309,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000087,20230614,7040,0,103,多策略,1500,600315,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000088,20230614,7040,0,103,多策略,600,600362,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000089,20230614,7040,0,103,多策略,1200,600363,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000090,20230614,7040,0,103,多策略,4100,600420,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000091,20230614,7040,0,103,多策略,5800,600429,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000092,20230614,7040,0,103,多策略,400,600456,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000093,20230614,7040,0,103,多策略,3600,600475,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000094,20230614,7040,0,103,多策略,27900,600510,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000095,20230614,7040,0,103,多策略,700,600517,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000096,20230614,7040,0,103,多策略,200,600570,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000097,20230614,7040,0,103,多策略,4000,600582,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000098,20230614,7040,0,103,多策略,4100,600603,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000099,20230614,7040,0,103,多策略,1200,600642,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000100,20230614,7040,0,103,多策略,1400,600820,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000101,20230614,7040,0,103,多策略,2700,600826,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000102,20230614,7040,0,103,多策略,1800,600837,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000103,20230614,7040,0,103,多策略,1900,600861,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000104,20230614,7040,0,103,多策略,400,600885,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000105,20230614,7040,0,103,多策略,2300,600998,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000106,20230614,7040,0,103,多策略,900,601006,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000107,20230614,7040,0,103,多策略,1200,601019,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000108,20230614,7040,0,103,多策略,6300,601222,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000109,20230614,7040,0,103,多策略,5300,601226,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000110,20230614,7040,0,103,多策略,16600,601231,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000111,20230614,7040,0,103,多策略,1800,601319,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000112,20230614,7040,0,103,多策略,200,601567,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000113,20230614,7040,0,103,多策略,5800,601600,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000114,20230614,7040,0,103,多策略,8500,601618,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000115,20230614,7040,0,103,多策略,3500,601619,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000116,20230614,7040,0,103,多策略,400,601677,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000117,20230614,7040,0,103,多策略,300,601688,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000118,20230614,7040,0,103,多策略,500,601717,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000119,20230614,7040,0,103,多策略,8500,601728,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000120,20230614,7040,0,103,多策略,31300,601766,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000121,20230614,7040,0,103,多策略,5500,601798,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000122,20230614,7040,0,103,多策略,1500,601869,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000123,20230614,7040,0,103,多策略,4400,601898,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000124,20230614,7040,0,103,多策略,3700,601901,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000125,20230614,7040,0,103,多策略,800,601928,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000126,20230614,7040,0,103,多策略,4600,601958,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000127,20230614,7040,0,103,多策略,3500,601998,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000128,20230614,7040,0,103,多策略,5300,603025,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000129,20230614,7040,0,103,多策略,2400,603032,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000130,20230614,7040,0,103,多策略,20900,603039,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000131,20230614,7040,0,103,多策略,300,603129,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000132,20230614,7040,0,103,多策略,7300,603177,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000133,20230614,7040,0,103,多策略,100,603209,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000134,20230614,7040,0,103,多策略,1000,603267,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000135,20230614,7040,0,103,多策略,200,603283,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000136,20230614,7040,0,103,多策略,300,603298,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000137,20230614,7040,0,103,多策略,3700,603309,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000138,20230614,7040,0,103,多策略,700,603315,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000139,20230614,7040,0,103,多策略,800,603317,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000140,20230614,7040,0,103,多策略,500,603338,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000141,20230614,7040,0,103,多策略,3700,603366,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000142,20230614,7040,0,103,多策略,34900,603378,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000143,20230614,7040,0,103,多策略,5400,603385,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000144,20230614,7040,0,103,多策略,700,603392,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000145,20230614,7040,0,103,多策略,900,603501,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000146,20230614,7040,0,103,多策略,2500,603505,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000147,20230614,7040,0,103,多策略,100,603530,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000148,20230614,7040,0,103,多策略,2800,603588,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000149,20230614,7040,0,103,多策略,6900,603605,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000150,20230614,7040,0,103,多策略,2900,603639,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000151,20230614,7040,0,103,多策略,1000,603719,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000152,20230614,7040,0,103,多策略,3200,603979,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000153,20230614,7040,0,103,多策略,400,603987,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000154,20230614,7040,0,103,多策略,900,605056,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000155,20230614,7040,0,103,多策略,3200,605589,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000156,20230614,7040,0,103,多策略,9300,605599,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000157,20230614,7040,0,103,多策略,800,688099,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000158,20230614,7040,0,103,多策略,600,688206,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000159,20230614,7040,0,103,多策略,3800,688208,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000160,20230614,7040,0,103,多策略,1000,688382,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000161,20230614,7040,0,103,多策略,200,688425,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000162,20230614,7040,0,103,多策略,400,688569,2,1,,20230614132000,20230614145600,20230614132000
6880872433019000163,20230614,7040,0,103,多策略,400,688608,2,2,,20230614132000,20230614145600,20230614132000
6880872433019000164,20230614,7040,0,103,多策略,2200,688777,2,1,,20230614132000,20230614145600,20230614132000
6880872433069000001,20230614,7043,0,103,多策略,100,20,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000002,20230614,7043,0,103,多策略,500,58,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000003,20230614,7043,0,103,多策略,3200,62,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000004,20230614,7043,0,103,多策略,600,63,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000005,20230614,7043,0,103,多策略,3800,524,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000006,20230614,7043,0,103,多策略,8100,551,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000007,20230614,7043,0,103,多策略,12800,553,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000008,20230614,7043,0,103,多策略,2200,688,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000009,20230614,7043,0,103,多策略,16600,737,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000010,20230614,7043,0,103,多策略,4100,739,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000011,20230614,7043,0,103,多策略,1300,800,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000012,20230614,7043,0,103,多策略,39900,803,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000013,20230614,7043,0,103,多策略,3200,967,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000014,20230614,7043,0,103,多策略,800,969,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000015,20230614,7043,0,103,多策略,300,1212,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000016,20230614,7043,0,103,多策略,7400,2014,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000017,20230614,7043,0,103,多策略,100,2056,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000018,20230614,7043,0,103,多策略,5200,2098,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000019,20230614,7043,0,103,多策略,1400,2111,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000020,20230614,7043,0,103,多策略,4300,2154,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000021,20230614,7043,0,103,多策略,21600,2311,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000022,20230614,7043,0,103,多策略,800,2419,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000023,20230614,7043,0,103,多策略,100,2438,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000024,20230614,7043,0,103,多策略,1300,2583,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000025,20230614,7043,0,103,多策略,600,2600,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000026,20230614,7043,0,103,多策略,5300,2637,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000027,20230614,7043,0,103,多策略,25000,2664,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000028,20230614,7043,0,103,多策略,25600,2683,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000029,20230614,7043,0,103,多策略,2200,2724,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000030,20230614,7043,0,103,多策略,7200,2734,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000031,20230614,7043,0,103,多策略,14000,2736,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000032,20230614,7043,0,103,多策略,4400,2745,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000033,20230614,7043,0,103,多策略,1000,2746,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000034,20230614,7043,0,103,多策略,27000,2766,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000035,20230614,7043,0,103,多策略,24100,2772,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000036,20230614,7043,0,103,多策略,44700,2783,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000037,20230614,7043,0,103,多策略,100,2793,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000038,20230614,7043,0,103,多策略,2300,2825,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000039,20230614,7043,0,103,多策略,16200,2855,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000040,20230614,7043,0,103,多策略,300,2858,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000041,20230614,7043,0,103,多策略,4400,2859,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000042,20230614,7043,0,103,多策略,1100,2898,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000043,20230614,7043,0,103,多策略,7100,2967,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000044,20230614,7043,0,103,多策略,8100,3002,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000045,20230614,7043,0,103,多策略,200,300033,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000046,20230614,7043,0,103,多策略,24000,300051,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000047,20230614,7043,0,103,多策略,3500,300115,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000048,20230614,7043,0,103,多策略,100,300203,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000049,20230614,7043,0,103,多策略,100,300232,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000050,20230614,7043,0,103,多策略,68700,300469,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000051,20230614,7043,0,103,多策略,5300,300473,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000052,20230614,7043,0,103,多策略,1600,300550,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000053,20230614,7043,0,103,多策略,1300,300551,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000054,20230614,7043,0,103,多策略,1300,300636,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000055,20230614,7043,0,103,多策略,7700,300658,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000056,20230614,7043,0,103,多策略,500,300662,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000057,20230614,7043,0,103,多策略,100,300719,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000058,20230614,7043,0,103,多策略,9100,300736,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000059,20230614,7043,0,103,多策略,400,300856,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000060,20230614,7043,0,103,多策略,14300,300909,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000061,20230614,7043,0,103,多策略,1200,300927,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000062,20230614,7043,0,103,多策略,7400,300994,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000063,20230614,7043,0,103,多策略,3300,301029,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000064,20230614,7043,0,103,多策略,4000,301039,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000065,20230614,7043,0,103,多策略,500,301052,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000066,20230614,7043,0,103,多策略,1400,301102,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000067,20230614,7043,0,103,多策略,12200,301117,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000068,20230614,7043,0,103,多策略,100,301339,1,2,,20230614093000,20230614102000,20230614093000
6880872433069000069,20230614,7043,0,103,多策略,200,301367,1,1,,20230614093000,20230614102000,20230614093000
6880872433069000070,20230614,7043,0,103,多策略,6800,600007,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000071,20230614,7043,0,103,多策略,100,600183,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000072,20230614,7043,0,103,多策略,100,600301,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000073,20230614,7043,0,103,多策略,100,600315,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000074,20230614,7043,0,103,多策略,5000,600420,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000075,20230614,7043,0,103,多策略,700,600429,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000076,20230614,7043,0,103,多策略,5100,600475,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000077,20230614,7043,0,103,多策略,10200,600510,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000078,20230614,7043,0,103,多策略,100,600517,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000079,20230614,7043,0,103,多策略,1600,600557,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000080,20230614,7043,0,103,多策略,600,600582,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000081,20230614,7043,0,103,多策略,5100,600603,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000082,20230614,7043,0,103,多策略,200,600612,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000083,20230614,7043,0,103,多策略,900,600642,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000084,20230614,7043,0,103,多策略,3100,600820,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000085,20230614,7043,0,103,多策略,2000,600826,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000086,20230614,7043,0,103,多策略,1100,600861,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000087,20230614,7043,0,103,多策略,400,600885,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000088,20230614,7043,0,103,多策略,500,600998,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000089,20230614,7043,0,103,多策略,13600,601019,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000090,20230614,7043,0,103,多策略,20900,601137,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000091,20230614,7043,0,103,多策略,12100,601163,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000092,20230614,7043,0,103,多策略,7300,601222,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000093,20230614,7043,0,103,多策略,8000,601226,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000094,20230614,7043,0,103,多策略,7500,601319,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000095,20230614,7043,0,103,多策略,1500,601567,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000096,20230614,7043,0,103,多策略,1600,601618,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000097,20230614,7043,0,103,多策略,5100,601619,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000098,20230614,7043,0,103,多策略,500,601717,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000099,20230614,7043,0,103,多策略,2100,601728,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000100,20230614,7043,0,103,多策略,33100,601798,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000101,20230614,7043,0,103,多策略,1200,601898,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000102,20230614,7043,0,103,多策略,1700,601928,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000103,20230614,7043,0,103,多策略,77600,601958,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000104,20230614,7043,0,103,多策略,2000,603025,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000105,20230614,7043,0,103,多策略,19500,603039,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000106,20230614,7043,0,103,多策略,13500,603040,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000107,20230614,7043,0,103,多策略,11500,603088,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000108,20230614,7043,0,103,多策略,800,603129,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000109,20230614,7043,0,103,多策略,21000,603177,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000110,20230614,7043,0,103,多策略,200,603209,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000111,20230614,7043,0,103,多策略,100,603267,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000112,20230614,7043,0,103,多策略,800,603283,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000113,20230614,7043,0,103,多策略,6000,603289,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000114,20230614,7043,0,103,多策略,2300,603309,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000115,20230614,7043,0,103,多策略,100,603315,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000116,20230614,7043,0,103,多策略,900,603317,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000117,20230614,7043,0,103,多策略,3900,603338,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000118,20230614,7043,0,103,多策略,700,603366,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000119,20230614,7043,0,103,多策略,78600,603378,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000120,20230614,7043,0,103,多策略,7700,603385,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000121,20230614,7043,0,103,多策略,100,603392,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000122,20230614,7043,0,103,多策略,100,603444,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000123,20230614,7043,0,103,多策略,900,603501,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000124,20230614,7043,0,103,多策略,6700,603505,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000125,20230614,7043,0,103,多策略,100,603530,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000126,20230614,7043,0,103,多策略,4300,603588,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000127,20230614,7043,0,103,多策略,14800,603605,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000128,20230614,7043,0,103,多策略,4100,603639,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000129,20230614,7043,0,103,多策略,200,603719,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000130,20230614,7043,0,103,多策略,100,603757,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000131,20230614,7043,0,103,多策略,500,603778,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000132,20230614,7043,0,103,多策略,1300,603948,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000133,20230614,7043,0,103,多策略,100,603949,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000134,20230614,7043,0,103,多策略,6900,603979,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000135,20230614,7043,0,103,多策略,100,605056,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000136,20230614,7043,0,103,多策略,500,605098,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000137,20230614,7043,0,103,多策略,3600,605589,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000138,20230614,7043,0,103,多策略,6600,605599,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000139,20230614,7043,0,103,多策略,2600,688006,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000140,20230614,7043,0,103,多策略,200,688029,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000141,20230614,7043,0,103,多策略,200,688108,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000142,20230614,7043,0,103,多策略,200,688111,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000143,20230614,7043,0,103,多策略,1200,688206,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000144,20230614,7043,0,103,多策略,6600,688208,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000145,20230614,7043,0,103,多策略,1200,688278,2,2,,20230614093000,20230614102000,20230614093000
6880872433069000146,20230614,7043,0,103,多策略,3600,688292,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000147,20230614,7043,0,103,多策略,5600,688382,2,1,,20230614093000,20230614102000,20230614093000
6880872433069000148,20230614,7043,0,103,多策略,400,688387,2,1,,20230614093000,20230614102000,20230614093000
