算法子单编号,算法母单编号,交易日期,市场类别,资金账户名称,算法类型,算法实例,算法供应商,证券代码,委托类型,买卖方向,委托价格,委托数量,委托时间,成交价格,成交数量,成交时间,委托状态,手续费
2545972091263905792,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.44,300,20230614101728,0.0,0,20230614101728,7,0.37
2546039642509537280,6880872433069000009,20230614,1,7043,0,103,多策略,737,1,1,5.58,500,20230614101729,0.0,0,20230614101729,7,0.06
2546040260984827904,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101729,0.0,0,20230614101729,7,0.25
2546040260984827905,6880872432980000050,20230614,1,7040,0,103,多策略,2724,1,1,8.16,2900,20230614101729,0.0,0,20230614101729,7,0.47
2546040329704304641,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101729,0.0,0,20230614101729,7,1.29
2546041841532792833,6880872434086001352,20230614,2,7027,0,103,多策略,603999,1,2,7.76,1100,20230614101729,7.76,1100,20230614101729,4,8.71
2546108568144703488,6880872434086000160,20230614,1,7027,0,103,多策略,980,1,1,2.66,3000,20230614101730,2.66,3000,20230614101730,4,0.16
2546110079973191680,6880872434086001010,20230614,2,7027,0,103,多策略,600791,1,1,4.42,400,20230614101730,0.0,0,20230614101730,5,0.04
2546110217412145152,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.87,140,20230614101730,0.0,0,20230614101730,9,4.84
2546110354851098624,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101730,0.0,0,20230614101730,7,1.2
2546178249694113792,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.44,300,20230614101731,0.0,0,20230614101731,7,0.37
2546178662010974208,6880872434086000857,20230614,2,7027,0,103,多策略,600165,1,1,3.8,1100,20230614101731,3.8,1100,20230614101731,4,0.08
2546179074327834624,6880872433069000113,20230614,2,7043,0,103,多策略,603289,1,2,10.07,400,20230614101731,10.07,400,20230614101731,4,4.11
2546179417925218304,6880872433386000094,20230614,2,7028,0,103,多策略,688099,1,2,94.48,400,20230614101731,94.48,400,20230614101731,4,38.55
2546246419415035904,6880872432980000050,20230614,1,7040,0,103,多策略,2724,1,1,8.16,2900,20230614101732,0.0,0,20230614101732,7,0.47
2546246419415035908,6880872434086000390,20230614,1,7027,0,103,多策略,2652,1,1,2.64,700,20230614101732,0.0,0,20230614101732,5,0.04
2546246419415035909,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101732,0.0,0,20230614101732,7,0.25
2546246625573466112,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101732,0.0,0,20230614101732,7,1.29
2546246900451373056,6880872434086000743,20230614,1,7027,0,103,多策略,300798,1,2,7.18,1000,20230614101732,7.18,1000,20230614101732,4,7.32
2546316375842353152,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101733,0.0,0,20230614101733,7,1.2
2546316650720260096,6880872433069000119,20230614,2,7043,0,103,多策略,603378,1,2,9.3,300,20230614101733,9.3,300,20230614101733,4,2.85
2546452096808906752,6880872433069000009,20230614,1,7043,0,103,多策略,737,1,1,5.58,500,20230614101735,0.0,0,20230614101735,7,0.06
2546452509125767168,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101735,0.0,0,20230614101735,7,0.25
2546452784003674112,6880872432980000050,20230614,1,7040,0,103,多策略,2724,1,1,8.16,2700,20230614101735,0.0,0,20230614101735,7,0.44
2546452852723150848,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101735,0.0,0,20230614101735,7,1.29
2546453127601057792,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.61,440,20230614101735,0.0,0,20230614101735,9,2.97
2546453196320534528,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.44,400,20230614101735,0.0,0,20230614101735,7,0.49
2546454089673732096,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.83,140,20230614101735,0.0,0,20230614101735,9,4.83
2546521847077793792,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.43,200,20230614101736,61.43,200,20230614101736,4,0.25
2546522671711514624,6880872432980000151,20230614,2,7040,0,103,多策略,603177,1,2,11.6,400,20230614101736,11.6,400,20230614101736,4,4.73
2546522877869944832,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101736,0.0,0,20230614101736,7,1.2
2546589810640285696,6880872433069000026,20230614,1,7043,0,103,多策略,2637,1,2,10.0,1000,20230614101737,10.0,1000,20230614101737,4,10.2
2546658117800161280,6880872434086000071,20230614,1,7027,0,103,多策略,639,1,2,4.18,1800,20230614101738,0.0,0,20230614101738,7,7.67
2546658186519638016,6880872433069000009,20230614,1,7043,0,103,多策略,737,1,1,5.58,500,20230614101738,0.0,0,20230614101738,7,0.06
2546658598836498432,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101738,0.0,0,20230614101738,7,0.25
2546658667555975168,6880872433069000028,20230614,1,7043,0,103,多策略,2683,1,2,28.59,900,20230614101738,28.59,900,20230614101738,4,26.25
2546658736275451904,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101738,0.0,0,20230614101738,7,1.88
2546658873714405376,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101738,0.0,0,20230614101738,7,1.29
2546660454262370304,6880872434086001390,20230614,2,7027,0,103,多策略,688088,1,2,47.5,661,20230614101738,47.5,661,20230614101738,4,32.03
2546728417824862208,6880872434086001008,20230614,2,7027,0,103,多策略,600779,1,1,63.65,400,20230614101739,0.0,0,20230614101739,5,0.51
2546728692702769152,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101739,0.0,0,20230614101739,7,1.2
2546864276230369281,6880872434086000071,20230614,1,7027,0,103,多策略,639,1,2,4.19,1000,20230614101741,4.19,1000,20230614101741,4,4.27
2546864276230369280,6880872434086000108,20230614,1,7027,0,103,多策略,799,1,1,96.9,100,20230614101741,96.9,100,20230614101741,4,0.19
2546864344949846016,6880872433069000009,20230614,1,7043,0,103,多策略,737,1,1,5.58,500,20230614101741,0.0,0,20230614101741,7,0.06
2546864825986183168,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101741,0.0,0,20230614101741,7,0.25
2546864963425136640,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101741,0.0,0,20230614101741,7,1.88
2546865032144613376,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101741,0.0,0,20230614101741,7,1.29
2546865238303043584,6880872434086000586,20230614,1,7027,0,103,多策略,300203,1,1,20.68,1800,20230614101741,0.0,0,20230614101741,5,0.74
2546865375741997056,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.61,440,20230614101741,0.0,0,20230614101741,9,2.97
2546865444461473792,6880872434086000744,20230614,1,7027,0,103,多策略,300813,1,1,27.43,500,20230614101741,27.43,360,20230614101741,8,0.27
2546865444461473793,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.49,700,20230614101741,0.0,0,20230614101741,7,0.86
2546865719339380736,6880872434086000947,20230614,2,7027,0,103,多策略,600559,1,1,27.7,600,20230614101741,27.7,600,20230614101741,4,0.33
2546865788058857472,6880872433386000071,20230614,2,7028,0,103,多策略,600612,1,1,64.37,400,20230614101741,64.37,400,20230614101741,4,0.51
2546866200375717888,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.83,140,20230614101741,0.0,0,20230614101741,9,4.83
2546866475253624832,6880872433386000092,20230614,2,7028,0,103,多策略,603588,1,1,8.94,1600,20230614101741,8.94,1600,20230614101741,4,0.29
2546933957779779584,6880872432980000050,20230614,1,7040,0,103,多策略,2724,1,1,8.16,2700,20230614101742,0.0,0,20230614101742,5,0.44
2546934644974546944,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.49,700,20230614101742,0.0,0,20230614101742,7,0.86
2546935126010884096,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101742,0.0,0,20230614101742,7,1.2
2547001715183841280,6880872432980000006,20230614,1,7040,0,103,多策略,551,1,2,9.77,2000,20230614101743,9.77,2000,20230614101743,4,19.93
2547070915696914432,6880872434086000301,20230614,1,7027,0,103,多策略,2388,1,2,6.9,8800,20230614101744,6.9,8800,20230614101744,4,61.93
2547070984416391168,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101744,0.0,0,20230614101744,7,0.25
2547071053135867904,6880872432980000050,20230614,1,7040,0,103,多策略,2724,1,1,8.17,1400,20230614101744,8.17,1400,20230614101744,4,0.23
2547071190574821376,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101744,0.0,0,20230614101744,7,1.88
2547071190574821377,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101744,0.0,0,20230614101744,7,1.29
2547071534172205056,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.46,300,20230614101744,0.0,0,20230614101744,7,0.37
2547072702403309568,6880872434086001337,20230614,2,7027,0,103,多策略,603899,1,1,43.86,700,20230614101744,43.86,300,20230614101744,8,0.61
2547140391087894528,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.45,300,20230614101745,0.0,0,20230614101745,7,0.37
2547140459807371264,6880872432980000090,20230614,2,7040,0,103,多策略,600012,1,2,10.86,4000,20230614101745,0.0,0,20230614101745,9,44.31
2547141078282661888,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101745,0.0,0,20230614101745,7,1.2
2547209248003584000,6880872434086000864,20230614,2,7027,0,103,多策略,600199,1,1,26.19,300,20230614101746,26.19,300,20230614101746,4,0.16
2547209316723060736,6880872433386000041,20230614,2,7028,0,103,多策略,600315,1,1,29.92,500,20230614101746,29.92,500,20230614101746,4,0.3
2547209316723060737,6880872434086000883,20230614,2,7027,0,103,多策略,600315,1,1,29.92,300,20230614101746,29.92,300,20230614101746,4,0.18
2547210003917828096,6880872433386000010,20230614,2,7028,0,103,多策略,603605,1,1,112.93,400,20230614101746,112.93,300,20230614101746,8,0.9
2547276661810262016,6880872433069000009,20230614,1,7043,0,103,多策略,737,1,1,5.58,500,20230614101747,0.0,0,20230614101747,7,0.06
2547277211566075904,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101747,0.0,0,20230614101747,7,1.88
2547277417724506112,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101747,0.0,0,20230614101747,7,1.29
2547277830041366528,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.45,1100,20230614101747,0.0,0,20230614101747,7,1.35
2547277898760843264,6880872434086000863,20230614,2,7027,0,103,多策略,600197,1,1,27.79,300,20230614101747,27.79,300,20230614101747,4,0.17
2547278448516657152,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.81,140,20230614101747,0.0,0,20230614101747,9,4.83
2547346480798625792,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.61,440,20230614101748,0.0,0,20230614101748,9,2.97
2547346755676532736,6880872432980000096,20230614,2,7040,0,103,多策略,600299,1,2,7.75,8700,20230614101748,7.75,8700,20230614101748,4,68.77
2547346824396009472,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.44,1100,20230614101748,0.0,0,20230614101748,7,1.35
2547347167993393152,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101748,0.0,0,20230614101748,7,1.2
2547347511590776832,6880872433069000119,20230614,2,7043,0,103,多策略,603378,1,2,9.3,200,20230614101748,9.3,200,20230614101748,4,1.9
2547414169483210752,6880872433069000009,20230614,1,7043,0,103,多策略,737,1,1,5.58,500,20230614101749,0.0,0,20230614101749,7,0.06
2547414925397454855,6880872434086000390,20230614,1,7027,0,103,多策略,2652,1,1,2.65,3200,20230614101749,2.65,3200,20230614101749,4,0.17
2547415062836408320,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101749,0.0,0,20230614101749,7,1.88
2547482751520993280,6880872433069000010,20230614,1,7043,0,103,多策略,739,1,1,18.0,100,20230614101750,18.0,100,20230614101750,4,0.04
2547483369996283904,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101750,0.0,0,20230614101750,7,0.25
2547483576154714112,6880872433386000009,20230614,1,7028,0,103,多策略,2783,1,1,8.3,6800,20230614101750,8.3,6500,20230614101750,8,1.13
2547553463862554624,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101751,0.0,0,20230614101751,7,1.2
2547553670020984832,6880872433386000010,20230614,2,7028,0,103,多策略,603605,1,1,112.94,600,20230614101751,0.0,0,20230614101751,5,1.36
2547689390987538432,6880872434086000390,20230614,1,7027,0,103,多策略,2652,1,1,2.65,2500,20230614101753,2.65,2500,20230614101753,4,0.13
2547689459707015168,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101753,0.0,0,20230614101753,7,0.25
2547689528426491904,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101753,0.0,0,20230614101753,7,1.88
2547689665865445376,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101753,0.0,0,20230614101753,7,1.29
2547690009462829056,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.45,600,20230614101753,0.0,0,20230614101753,7,0.74
2547690902816026624,6880872433386000010,20230614,2,7028,0,103,多策略,603605,1,1,113.02,1700,20230614101753,113.02,200,20230614101753,8,3.84
2547691383852363776,6880872434086001440,20230614,2,7027,0,103,多策略,688677,1,1,55.3,428,20230614101753,0.0,0,20230614101753,5,0.47
2547758728939565056,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.45,600,20230614101754,0.0,0,20230614101754,7,0.74
2547759691012239360,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101754,0.0,0,20230614101754,7,1.2
2547826348904673280,6880872433069000009,20230614,1,7043,0,103,多策略,737,1,1,5.58,500,20230614101755,5.58,500,20230614101755,4,0.06
2547827104818917376,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101755,0.0,0,20230614101755,7,0.25
2547827242257870848,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101755,0.0,0,20230614101755,7,1.88
2547828341769498624,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.8,140,20230614101755,0.0,0,20230614101755,9,4.83
2547895824295653376,6880872432980000050,20230614,1,7040,0,103,多策略,2724,1,1,8.17,2700,20230614101756,8.17,2700,20230614101756,4,0.44
2547895961734606848,6880872432980000065,20230614,1,7040,0,103,多策略,3002,1,1,16.34,800,20230614101756,16.34,800,20230614101756,4,0.26
2547964406333435904,6880872434086000378,20230614,1,7027,0,103,多策略,2612,1,1,23.81,1200,20230614101757,23.81,1200,20230614101757,4,0.57
2547964475052912640,6880872434086000483,20230614,1,7027,0,103,多策略,2919,1,1,41.92,500,20230614101757,41.91,500,20230614101757,4,0.42
2547966124320354304,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101757,0.0,0,20230614101757,7,1.2
2548033331968602112,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101758,0.0,0,20230614101758,7,1.29
2548034156602322945,6880872434086001086,20230614,2,7027,0,103,多策略,601107,1,2,4.12,500,20230614101758,4.12,500,20230614101758,4,2.1
2548101776567431169,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101759,0.0,0,20230614101759,7,0.25
2548101914006384640,6880872434086000510,20230614,1,7027,0,103,多策略,2997,1,1,28.61,500,20230614101759,0.0,0,20230614101759,5,0.29
2548101776567431168,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101759,0.0,0,20230614101759,7,1.88
2548102463762198528,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.45,400,20230614101759,0.0,0,20230614101759,7,0.49
2548103494554349568,6880872433386000010,20230614,2,7028,0,103,多策略,603605,1,1,113.05,300,20230614101759,113.05,300,20230614101759,4,0.68
2548169808849399809,6880872434086000038,20230614,1,7027,0,103,多策略,523,1,1,3.42,2400,20230614101800,3.42,2400,20230614101800,4,0.16
2548169808849399808,6880872434086000007,20230614,1,7027,0,103,多策略,31,1,2,3.89,1900,20230614101800,3.89,1900,20230614101800,4,7.54
2548169877568876544,6880872434086000050,20230614,1,7027,0,103,多策略,558,1,2,3.33,2700,20230614101800,0.0,0,20230614101800,5,9.17
2548169946288353281,6880872434086000100,20230614,1,7027,0,103,多策略,778,1,1,4.1,2100,20230614101800,4.1,2100,20230614101800,4,0.17
2548169946288353280,6880872434086000035,20230614,1,7027,0,103,多策略,517,1,2,3.12,4400,20230614101800,3.12,4400,20230614101800,4,14.0
2548169946288353282,6880872434086000098,20230614,1,7027,0,103,多策略,761,1,2,4.17,4800,20230614101800,4.17,4800,20230614101800,4,20.42
2548170015007830016,6880872434086000126,20230614,1,7027,0,103,多策略,882,1,2,1.73,5900,20230614101800,0.0,0,20230614101800,5,10.41
2548170015007830017,6880872434086000085,20230614,1,7027,0,103,多策略,717,1,1,2.79,2900,20230614101800,0.0,0,20230614101800,5,0.16
2548170015007830018,6880872434086000132,20230614,1,7027,0,103,多策略,900,1,2,4.24,3700,20230614101800,4.24,1500,20230614101800,8,16.0
2548170083727306752,6880872434086000116,20230614,1,7027,0,103,多策略,838,1,1,3.81,2300,20230614101800,0.0,0,20230614101800,5,0.18
2548170083727306753,6880872434086000130,20230614,1,7027,0,103,多策略,892,1,1,4.82,1800,20230614101800,4.82,1800,20230614101800,4,0.17
2548170083727306754,6880872434086000087,20230614,1,7027,0,103,多策略,725,1,2,4.03,2900,20230614101800,4.03,2900,20230614101800,4,11.92
2548170083727306755,6880872434086000154,20230614,1,7027,0,103,多策略,961,1,1,1.49,5000,20230614101800,1.49,5000,20230614101800,4,0.15
2548170152446783488,6880872434086000220,20230614,1,7027,0,103,多策略,2131,1,2,2.5,8800,20230614101800,2.5,8800,20230614101800,4,22.44
2548170152446783489,6880872434086000161,20230614,1,7027,0,103,多策略,982,1,2,1.55,7400,20230614101800,1.55,7400,20230614101800,4,11.7
2548170152446783490,6880872434086000221,20230614,1,7027,0,103,多策略,2133,1,2,3.56,4300,20230614101800,3.56,4300,20230614101800,4,15.61
2548170221166260224,6880872434086000238,20230614,1,7027,0,103,多策略,2178,1,1,3.73,3500,20230614101800,3.73,3500,20230614101800,4,0.26
2548170221166260225,6880872434086000273,20230614,1,7027,0,103,多策略,2291,1,2,16.02,500,20230614101800,16.02,500,20230614101800,4,8.17
2548170289885736960,6880872434086000227,20230614,1,7027,0,103,多策略,2146,1,1,1.62,18000,20230614101800,1.62,18000,20230614101800,4,0.58
2548170289885736961,6880872434086000253,20230614,1,7027,0,103,多策略,2224,1,2,4.84,400,20230614101800,4.84,400,20230614101800,4,1.97
2548170427324690432,6880872434086000390,20230614,1,7027,0,103,多策略,2652,1,1,2.65,2800,20230614101800,2.65,2800,20230614101800,4,0.15
2548170427324690433,6880872434086000378,20230614,1,7027,0,103,多策略,2612,1,1,23.83,400,20230614101800,23.83,400,20230614101800,4,0.19
2548170427324690434,6880872433069000028,20230614,1,7043,0,103,多策略,2683,1,2,28.58,700,20230614101800,28.58,700,20230614101800,4,20.41
2548170496044167168,6880872434086000404,20230614,1,7027,0,103,多策略,2685,1,1,3.64,2200,20230614101800,3.64,2200,20230614101800,4,0.16
2548170564763643904,6880872434086000371,20230614,1,7027,0,103,多策略,2599,1,1,10.61,1500,20230614101800,10.59,1500,20230614101800,4,0.32
2548170633483120640,6880872434086000505,20230614,1,7027,0,103,多策略,2969,1,2,3.96,2000,20230614101800,3.96,2000,20230614101800,4,8.08
2548170839641550848,6880872434086000547,20230614,1,7027,0,103,多策略,300074,1,1,4.48,2200,20230614101800,4.48,2200,20230614101800,4,0.2
2548170908361027584,6880872434086000594,20230614,1,7027,0,103,多策略,300242,1,1,3.81,2400,20230614101800,3.81,2400,20230614101800,4,0.18
2548170908361027585,6880872434086000584,20230614,1,7027,0,103,多策略,300185,1,2,2.54,6900,20230614101800,2.54,6900,20230614101800,4,17.88
2548171114519457792,6880872434086000809,20230614,1,7027,0,103,多策略,301159,1,1,46.67,200,20230614101800,0.0,0,20230614101800,5,0.19
2548171183238934528,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.45,400,20230614101800,0.0,0,20230614101800,7,0.49
2548171251958411264,6880872434086000827,20230614,2,7027,0,103,多策略,600035,1,2,4.16,4100,20230614101800,0.0,0,20230614101800,5,17.4
2548171320677888000,6880872434086000821,20230614,2,7027,0,103,多策略,600020,1,2,3.69,4800,20230614101800,0.0,0,20230614101800,5,18.07
2548171320677888001,6880872434086000858,20230614,2,7027,0,103,多策略,600166,1,1,3.38,3300,20230614101800,3.38,3300,20230614101800,4,0.22
2548171389397364736,6880872434086000869,20230614,2,7027,0,103,多策略,600219,1,2,3.1,3600,20230614101800,3.1,3600,20230614101800,4,11.38
2548171389397364737,6880872434086000948,20230614,2,7027,0,103,多策略,600565,1,1,1.56,5000,20230614101800,1.56,5000,20230614101800,4,0.16
2548171458116841472,6880872434086000906,20230614,2,7027,0,103,多策略,600397,1,1,2.82,3200,20230614101800,0.0,0,20230614101800,5,0.18
2548171458116841473,6880872434086000897,20230614,2,7027,0,103,多策略,600368,1,2,3.65,4000,20230614101800,3.65,4000,20230614101800,4,14.89
2548171458116841474,6880872434086000898,20230614,2,7027,0,103,多策略,600369,1,2,3.73,2400,20230614101800,3.73,2400,20230614101800,4,9.13
2548171526836318208,6880872434086000990,20230614,2,7027,0,103,多策略,600724,1,2,3.69,2000,20230614101800,3.69,2000,20230614101800,4,7.53
2548171526836318209,6880872434086000916,20230614,2,7027,0,103,多策略,600433,1,2,3.44,3000,20230614101800,3.44,3000,20230614101800,4,10.53
2548171526836318210,6880872434086000894,20230614,2,7027,0,103,多策略,600355,1,1,3.36,2300,20230614101800,3.36,2300,20230614101800,4,0.15
2548171595555794944,6880872434086001105,20230614,2,7027,0,103,多策略,601288,1,2,3.63,3100,20230614101800,3.63,3100,20230614101800,4,11.48
2548171664275271680,6880872434086001111,20230614,2,7027,0,103,多策略,601333,1,2,4.12,2600,20230614101800,4.12,2600,20230614101800,4,10.93
2548171664275271681,6880872434086001086,20230614,2,7027,0,103,多策略,601107,1,2,4.12,4300,20230614101800,4.12,4300,20230614101800,4,18.07
2548171664275271682,6880872434086001025,20230614,2,7027,0,103,多策略,600828,1,2,4.01,3000,20230614101800,4.01,3000,20230614101800,4,12.27
2548171732994748416,6880872434086001062,20230614,2,7027,0,103,多策略,600973,1,1,4.79,700,20230614101800,0.0,0,20230614101800,5,0.07
2548171801714225153,6880872434086001073,20230614,2,7027,0,103,多策略,601003,1,2,4.16,4000,20230614101800,4.16,4000,20230614101800,4,16.97
2548171801714225152,6880872434086001166,20230614,2,7027,0,103,多策略,603000,1,1,31.69,300,20230614101800,31.69,300,20230614101800,4,0.19
2548171801714225154,6880872434086001072,20230614,2,7027,0,103,多策略,601000,1,2,3.57,4500,20230614101800,3.57,4500,20230614101800,4,16.39
2548171870433701888,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101800,0.0,0,20230614101800,7,1.2
2548171939153178624,6880872434086001154,20230614,2,7027,0,103,多策略,601929,1,2,2.1,4700,20230614101800,0.0,0,20230614101800,5,10.07
2548172007872655360,6880872434086001161,20230614,2,7027,0,103,多策略,601988,1,2,4.05,3600,20230614101800,4.05,3600,20230614101800,4,14.87
2548172420189515776,6880872434086001421,20230614,2,7027,0,103,多策略,688365,1,2,19.79,812,20230614101800,19.89,812,20230614101800,4,16.39
2548239009362472960,6880872434086000253,20230614,1,7027,0,103,多策略,2224,1,2,4.84,100,20230614101801,4.84,100,20230614101801,4,0.49
2548239215520903168,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101801,0.0,0,20230614101801,7,0.25
2548239284240379904,6880872434086000374,20230614,1,7027,0,103,多策略,2602,1,2,7.4,3000,20230614101801,7.4,3000,20230614101801,4,22.64
2548239352959856640,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101801,0.0,0,20230614101801,7,1.88
2548240452471484416,6880872434086001062,20230614,2,7027,0,103,多策略,600973,1,1,4.8,1300,20230614101801,4.8,1300,20230614101801,4,0.12
2548240521190961152,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.79,140,20230614101801,0.0,0,20230614101801,9,4.83
2548307866278162432,6880872434086000375,20230614,1,7027,0,103,多策略,2605,1,2,44.74,300,20230614101802,44.74,300,20230614101802,4,13.69
2548308347314499584,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.61,440,20230614101802,0.0,0,20230614101802,9,2.97
2548309859142987776,6880872434086001390,20230614,2,7027,0,103,多策略,688088,1,2,47.41,661,20230614101802,47.41,661,20230614101802,4,31.96
2548376998071758848,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101803,0.0,0,20230614101803,7,1.29
2548378028863909888,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101803,0.0,0,20230614101803,7,1.2
2548378441180770304,6880872433386000032,20230614,2,7028,0,103,多策略,605599,1,1,11.65,2200,20230614101803,11.65,2200,20230614101803,4,0.51
2548514024708370432,6880872434086000330,20230614,1,7027,0,103,多策略,2465,1,2,9.86,4400,20230614101805,9.86,4400,20230614101805,4,44.25
2548514093427847168,6880872434086000390,20230614,1,7027,0,103,多策略,2652,1,1,2.65,100,20230614101805,2.65,100,20230614101805,4,0.01
2548514162147323904,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101805,0.0,0,20230614101805,7,1.88
2548514437025230848,6880872434086000700,20230614,1,7027,0,103,多策略,300634,1,2,28.63,600,20230614101805,0.0,0,20230614101805,5,17.52
2548514505744707584,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.62,440,20230614101805,0.0,0,20230614101805,9,2.97
2548515399097905152,6880872434086001231,20230614,2,7027,0,103,多策略,603330,1,1,10.19,2800,20230614101805,10.19,2800,20230614101805,4,0.57
2548515948853719040,6880872434086001339,20230614,2,7027,0,103,多策略,603908,1,1,45.69,600,20230614101805,0.0,0,20230614101805,5,0.55
2548583500099350528,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.45,400,20230614101806,0.0,0,20230614101806,7,0.49
2548584187294117888,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101806,0.0,0,20230614101806,7,1.2
2548650845186551808,6880872432980000006,20230614,1,7040,0,103,多策略,551,1,2,9.77,2900,20230614101807,9.77,2900,20230614101807,4,28.9
2548651532381319168,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101807,0.0,0,20230614101807,7,0.25
2548652150856609792,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.44,400,20230614101807,0.0,0,20230614101807,7,0.49
2548652563173470208,6880872434086001010,20230614,2,7027,0,103,多策略,600791,1,1,4.44,400,20230614101807,4.44,400,20230614101807,4,0.04
