算法子单编号,算法母单编号,交易日期,市场类别,资金账户名称,算法类型,算法实例,算法供应商,证券代码,委托类型,买卖方向,委托价格,委托数量,委托时间,成交价格,成交数量,成交时间,委托状态,手续费
2721345020527898625,6880872434086001073,20230614,2,7027,0,103,多策略,601003,1,2,4.15,4100,20230614110000,4.15,4100,20230614110000,4,17.36
2721345020527898626,6880872434086000990,20230614,2,7027,0,103,多策略,600724,1,2,3.68,2600,20230614110000,3.68,2600,20230614110000,4,9.76
2721345020527898624,6880872434086000860,20230614,2,7027,0,103,多策略,600170,1,2,2.73,800,20230614110000,0.0,0,20230614110000,5,2.23
2721345089247375360,6880872434086001111,20230614,2,7027,0,103,多策略,601333,1,2,4.15,2600,20230614110000,4.15,2600,20230614110000,4,11.01
2721345020527898628,6880872434086001161,20230614,2,7027,0,103,多策略,601988,1,2,4.03,3600,20230614110000,4.03,3600,20230614110000,4,14.8
2721345089247375362,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.99,3700,20230614110000,0.0,0,20230614110000,5,7.51
2721345089247375361,6880872434086001081,20230614,2,7027,0,103,多策略,601086,1,2,4.71,1600,20230614110000,0.0,0,20230614110000,5,7.69
2721345089247375363,6880872434086000869,20230614,2,7027,0,103,多策略,600219,1,2,3.1,3600,20230614110000,3.1,3600,20230614110000,4,11.38
2721345157966852096,6880872434086001099,20230614,2,7027,0,103,多策略,601188,1,1,3.21,1600,20230614110000,3.21,1600,20230614110000,4,0.1
2721345295405805568,6880872434086000921,20230614,2,7027,0,103,多策略,600467,1,2,2.58,3100,20230614110000,0.0,0,20230614110000,5,8.16
2721345295405805569,6880872434086001320,20230614,2,7027,0,103,多策略,603828,1,2,2.95,2500,20230614110000,2.95,2500,20230614110000,4,7.52
2721345364125282304,6880872434086001154,20230614,2,7027,0,103,多策略,601929,1,2,2.08,4700,20230614110000,2.08,4700,20230614110000,4,9.97
2721345570283712512,6880872434086001229,20230614,2,7027,0,103,多策略,603323,1,2,4.53,1300,20230614110000,4.53,1300,20230614110000,4,6.01
2721345570283712513,6880872434086001076,20230614,2,7027,0,103,多策略,601010,1,2,2.54,1600,20230614110000,2.54,1600,20230614110000,4,4.15
2721345776442142720,6880872434086001166,20230614,2,7027,0,103,多策略,603000,1,1,31.69,300,20230614110000,0.0,0,20230614110000,5,0.19
2721345913881096192,6880872434086001421,20230614,2,7027,0,103,多策略,688365,1,2,19.71,812,20230614110000,0.0,0,20230614110000,5,16.32
2721346120039526400,6880872433386000093,20230614,2,7028,0,103,多策略,688208,1,2,31.36,770,20230614110000,31.36,236,20230614110000,8,24.63
2721411953298239488,6880872434086000052,20230614,1,7027,0,103,多策略,563,1,2,3.12,2500,20230614110001,0.0,0,20230614110001,7,7.96
2721411953298239489,6880872434086000098,20230614,1,7027,0,103,多策略,761,1,2,4.2,100,20230614110001,4.2,100,20230614110001,4,0.43
2721413258968297472,6880872434086000860,20230614,2,7027,0,103,多策略,600170,1,2,2.73,100,20230614110001,0.0,0,20230614110001,5,0.28
2721481222530789376,6880872433386000116,20230614,1,7028,0,103,多策略,300185,1,1,2.54,1500,20230614110002,0.0,0,20230614110002,7,0.08
2721481153811312640,6880872434086000547,20230614,1,7027,0,103,多策略,300074,1,1,4.44,100,20230614110002,0.0,0,20230614110002,5,0.01
2721549804568571904,6880872434086000493,20230614,1,7027,0,103,多策略,2940,1,2,18.56,400,20230614110003,18.56,400,20230614110003,4,7.57
2721550972799676416,6880872434086000998,20230614,2,7027,0,103,多策略,600748,1,1,4.22,1100,20230614110003,4.22,1100,20230614110003,4,0.09
2721686556327276544,6880872434086000040,20230614,1,7027,0,103,多策略,533,1,1,4.14,100,20230614110005,4.14,100,20230614110005,4,0.01
2721686625046753281,6880872434086000052,20230614,1,7027,0,103,多策略,563,1,2,3.12,2500,20230614110005,0.0,0,20230614110005,7,7.96
2721687518399950848,6880872433386000116,20230614,1,7028,0,103,多策略,300185,1,1,2.54,1500,20230614110005,0.0,0,20230614110005,7,0.08
2721756925071454208,6880872434086000916,20230614,2,7027,0,103,多策略,600433,1,2,3.45,400,20230614110006,3.45,400,20230614110006,4,1.41
2721756925071454210,6880872434086001076,20230614,2,7027,0,103,多策略,601010,1,2,2.54,200,20230614110006,2.54,200,20230614110006,4,0.52
2721756925071454209,6880872434086001011,20230614,2,7027,0,103,多策略,600792,1,2,3.11,100,20230614110006,3.11,100,20230614110006,4,0.32
2721757131229884416,6880872434086001100,20230614,2,7027,0,103,多策略,601198,1,2,8.1,1900,20230614110006,8.1,1900,20230614110006,4,15.7
2721757474827268096,6880872434086001248,20230614,2,7027,0,103,多策略,603416,1,1,34.71,300,20230614110006,34.71,300,20230614110006,4,0.21
2721892783476961280,6880872434086000052,20230614,1,7027,0,103,多策略,563,1,2,3.12,2500,20230614110008,0.0,0,20230614110008,7,7.96
2721892714757484545,6880872434086000098,20230614,1,7027,0,103,多策略,761,1,2,4.2,1500,20230614110008,4.2,1500,20230614110008,4,6.43
2721893470671728641,6880872434086000509,20230614,1,7027,0,103,多策略,2996,1,2,11.74,700,20230614110008,11.74,700,20230614110008,4,8.38
2721893470671728642,6880872434086000547,20230614,1,7027,0,103,多策略,300074,1,1,4.44,200,20230614110008,0.0,0,20230614110008,5,0.02
2721893539391205376,6880872434086000546,20230614,1,7027,0,103,多策略,300073,1,2,48.3,600,20230614110008,48.3,600,20230614110008,4,29.56
2721893608110682112,6880872434086000557,20230614,1,7027,0,103,多策略,300122,1,2,66.97,1200,20230614110008,66.97,100,20230614110008,8,81.97
2721893608110682113,6880872433386000116,20230614,1,7028,0,103,多策略,300185,1,1,2.54,1500,20230614110008,0.0,0,20230614110008,7,0.08
2721894432744402944,6880872434086001131,20230614,2,7027,0,103,多策略,601688,1,2,13.89,6800,20230614110008,13.89,5800,20230614110008,8,96.34
2721895326097600512,6880872434086001431,20230614,2,7027,0,103,多策略,688590,1,2,22.55,1598,20230614110008,22.55,1598,20230614110008,4,36.76
2721895326097600513,6880872434086001390,20230614,2,7027,0,103,多策略,688088,1,2,46.52,1983,20230614110008,46.52,1983,20230614110008,4,94.09
2721962258867941376,6880872434086000543,20230614,1,7027,0,103,多策略,300058,1,2,11.66,500,20230614110009,11.66,500,20230614110009,4,5.95
2721963152221138944,6880872434086000998,20230614,2,7027,0,103,多策略,600748,1,1,4.22,200,20230614110009,4.22,200,20230614110009,4,0.02
2722030153710956544,6880872434086000052,20230614,1,7027,0,103,多策略,563,1,2,3.12,2500,20230614110010,0.0,0,20230614110010,7,7.96
2722031802978398208,6880872434086001110,20230614,2,7027,0,103,多策略,601328,1,2,5.84,5300,20230614110010,5.84,5300,20230614110010,4,31.57
2722099010626646016,6880872434086000109,20230614,1,7027,0,103,多策略,800,1,2,8.17,1800,20230614110011,8.17,1800,20230614110011,4,15.0
2722099010626646017,6880872434086000098,20230614,1,7027,0,103,多策略,761,1,2,4.2,1100,20230614110011,4.2,1100,20230614110011,4,4.71
2722099148065599488,6880872433386000047,20230614,1,7028,0,103,多策略,2139,1,2,10.9,5800,20230614110011,10.9,5800,20230614110011,4,64.48
2722099216785076224,6880872434086000305,20230614,1,7027,0,103,多策略,2397,1,1,3.33,100,20230614110011,0.0,0,20230614110011,5,0.01
2722099422943506432,6880872434086000434,20230614,1,7027,0,103,多策略,2785,1,1,22.5,1500,20230614110011,22.5,1500,20230614110011,4,0.68
2722099560382459904,6880872434086000478,20230614,1,7027,0,103,多策略,2906,1,2,31.35,900,20230614110011,31.35,900,20230614110011,4,28.78
2722099835260366848,6880872433386000036,20230614,1,7028,0,103,多策略,300469,1,2,24.83,200,20230614110011,24.83,200,20230614110011,4,5.07
2722099903979843584,6880872433082000045,20230614,1,7043,0,103,多策略,300469,1,2,24.83,800,20230614110011,0.0,0,20230614110011,5,20.26
2722100247577227264,6880872433386000149,20230614,2,7028,0,103,多策略,600183,1,2,15.01,500,20230614110011,15.01,500,20230614110011,4,7.66
2722100522455134208,6880872434086000966,20230614,2,7027,0,103,多策略,600626,1,2,3.66,300,20230614110011,3.66,300,20230614110011,4,1.12
2722100659894087680,6880872434086001071,20230614,2,7027,0,103,多策略,600999,1,2,14.01,6400,20230614110011,14.01,6400,20230614110011,4,91.46
2722101003491471360,6880872434086001271,20230614,2,7027,0,103,多策略,603596,1,2,76.17,300,20230614110011,76.17,300,20230614110011,4,23.31
2722101209649901568,6880872434086001290,20230614,2,7027,0,103,多策略,603679,1,2,14.68,700,20230614110011,14.68,700,20230614110011,4,10.48
2722168486017626112,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.07,20900,20230614110012,0.0,0,20230614110012,7,1.28
2722236449580118016,6880872434086000159,20230614,1,7027,0,103,多策略,977,1,2,48.36,200,20230614110013,48.36,200,20230614110013,4,9.87
2722236449580118018,6880872434086000135,20230614,1,7027,0,103,多策略,908,1,2,2.65,2900,20230614110013,2.65,2900,20230614110013,4,7.84
2722237342933315584,6880872434086000692,20230614,1,7027,0,103,多策略,300601,1,1,25.01,1600,20230614110013,0.0,0,20230614110013,5,0.8
2722237274213838848,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.65,440,20230614110013,0.0,0,20230614110013,9,2.98
2722238717322850304,6880872433386000114,20230614,2,7028,0,103,多策略,688006,1,2,29.97,360,20230614110013,29.97,360,20230614110013,4,11.0
2722304962898423808,6880872434086000040,20230614,1,7027,0,103,多策略,533,1,1,4.14,100,20230614110014,4.14,100,20230614110014,4,0.01
2722305169056854017,6880872434086000098,20230614,1,7027,0,103,多策略,761,1,2,4.2,400,20230614110014,4.2,400,20230614110014,4,1.71
2722305169056854016,6880872434086000052,20230614,1,7027,0,103,多策略,563,1,2,3.12,2500,20230614110014,0.0,0,20230614110014,7,7.96
2722305375215284224,6880872434086000188,20230614,1,7027,0,103,多策略,2049,1,2,86.74,200,20230614110014,86.74,200,20230614110014,4,17.69
2722305924971098112,6880872433386000116,20230614,1,7028,0,103,多策略,300185,1,1,2.54,1500,20230614110014,0.0,0,20230614110014,7,0.08
2722305993690574848,6880872434086000660,20230614,1,7027,0,103,多策略,300445,1,2,14.54,1400,20230614110014,14.54,1400,20230614110014,4,20.76
2722305993690574849,6880872433082000045,20230614,1,7043,0,103,多策略,300469,1,2,24.82,2800,20230614110014,24.82,2800,20230614110014,4,70.89
2722306131129528320,6880872434086000692,20230614,1,7027,0,103,多策略,300601,1,1,25.02,1100,20230614110014,25.02,1100,20230614110014,4,0.55
2722306131129528321,6880872434086000736,20230614,1,7027,0,103,多策略,300781,1,1,28.89,300,20230614110014,0.0,0,20230614110014,5,0.17
2722306955763249152,6880872434086000721,20230614,1,7027,0,103,多策略,300715,1,2,14.43,300,20230614110014,14.43,300,20230614110014,4,4.42
2722307849116446720,6880872433001000175,20230614,2,7040,0,103,多策略,688099,1,2,92.01,500,20230614110014,92.03,500,20230614110014,4,46.93
2722375400362078208,6880872434086000998,20230614,2,7027,0,103,多策略,600748,1,1,4.22,300,20230614110015,4.22,300,20230614110015,4,0.03
2722442608010326016,6880872434086000052,20230614,1,7027,0,103,多策略,563,1,2,3.12,2500,20230614110016,0.0,0,20230614110016,7,7.96
2722443707521953792,6880872433001000086,20230614,2,7040,0,103,多策略,600012,1,2,10.85,2000,20230614110016,0.0,0,20230614110016,9,22.13
2722443913680384000,6880872434086000860,20230614,2,7027,0,103,多策略,600170,1,2,2.72,700,20230614110016,2.72,700,20230614110016,4,1.94
2722444532155674624,6880872433082000107,20230614,2,7043,0,103,多策略,603338,1,2,52.57,800,20230614110016,52.57,800,20230614110016,4,42.9
2722442539290849280,6880872434086000107,20230614,1,7027,0,103,多策略,797,1,1,3.17,400,20230614110016,3.17,400,20230614110016,4,0.03
2722511190048108544,6880872433386000066,20230614,1,7028,0,103,多策略,524,1,2,11.23,1500,20230614110017,11.23,1500,20230614110017,4,17.18
2722511190048108545,6880872433001000005,20230614,1,7040,0,103,多策略,524,1,2,11.23,600,20230614110017,11.23,600,20230614110017,4,6.87
2722511671084445696,6880872434086000305,20230614,1,7027,0,103,多策略,2397,1,1,3.33,100,20230614110017,0.0,0,20230614110017,5,0.01
2722511739803922432,6880872434086000340,20230614,1,7027,0,103,多策略,2500,1,2,5.72,5400,20230614110017,5.72,5400,20230614110017,4,31.51
2722511877242875904,6880872433386000116,20230614,1,7028,0,103,多策略,300185,1,1,2.54,1500,20230614110017,0.0,0,20230614110017,7,0.08
2722512083401306112,6880872434086000547,20230614,1,7027,0,103,多策略,300074,1,1,4.44,100,20230614110017,0.0,0,20230614110017,5,0.01
2722513114193457152,6880872433001000143,20230614,2,7040,0,103,多策略,603032,1,2,33.75,300,20230614110017,33.75,300,20230614110017,4,10.33
2722717279758839808,6880872434086000040,20230614,1,7027,0,103,多策略,533,1,1,4.14,100,20230614110020,4.14,100,20230614110020,4,0.01
2722717417197793286,6880872434086000052,20230614,1,7027,0,103,多策略,563,1,2,3.12,2500,20230614110020,0.0,0,20230614110020,7,7.96
2722718379270467584,6880872433386000116,20230614,1,7028,0,103,多策略,300185,1,1,2.54,1500,20230614110020,0.0,0,20230614110020,7,0.08
